"Arogno";"6822";"TI"
"Arolla";"1986";"VS"
"Arosa";"7050";"GR"
"Arosio";"6939";"TI"
"Arth";"6415";"SZ"
"Arveyes";"1884";"VD"
"Arvigo";"6543";"GR"
"Arvillard (Salins)";"1991";"VS"
"Arzier-Le Muids";"1273";"VD"
"Arzo";"6864";"TI"
"Ascharina";"7245";"GR"
"Ascona";"6612";"TI"
"Asp";"5025";"AG"
"Assens";"1042";"VD"
"Astano";"6999";"TI"
"Asuel";"2954";"JU"
"Athenaz (Avusy)";"1285";"GE"
"Attalens";"1616";"FR"
"Attelwil";"5056";"AG"
"Attikon";"8544";"ZH"
"Attinghausen";"6468";"UR"
"Attiswil";"4536";"BE"
"Au SG";"9434";"SG"
"Au TG";"8376";"TG"
"Au ZH";"8804";"ZH"
"Aubonne";"1170";"VD"
"Auboranges";"1673";"FR"
"Auddes-sur-Riddes";"1914";"VS"
"Auenstein";"5105";"AG"
"Augio";"6547";"GR"
"Augst BL";"4302";"BL"
"Aumont";"1484";"FR"
"Auressio";"6661";"TI"
"Aurigeno";"6677";"TI"
"Auslikon";"8331";"ZH"
"Ausserberg";"3938";"VS"
"Ausserbinn";"3995";"VS"
"Ausserferrera";"7444";"GR"
"Auswil";"4944";"BE"
"Autafond";"1782";"FR"
"Autavaux";"1475";"FR"
"Autigny";"1742";"FR"
"Auvernier";"2012";"NE"
"Auw";"5644";"AG"
"Avegno";"6670";"TI"
"Aven";"1976";"VS"
"Avenches";"1580";"VD"
"Avry-devant-Pont";"1644";"FR"
"Avry-sur-Matran";"1754";"FR"
"Avully";"1237";"GE"
"Axalp";"3855";"BE"
"Ayer";"3961";"VS"
"Azmoos";"9478";"SG"
"Aïre";"1219";"GE"
"Baar";"6340";"ZG"
"Baar (Nendaz)";"1996";"VS"
"Bachenbülach";"8184";"ZH"
"Bachs";"8164";"ZH"
"Bad Ragaz";"7310";"SG"
"Bad Zurzach";"5330";"AG"
"Baden";"5404";"AG"
"Baden";"5400";"AG"
"Baldegg";"6283";"LU"
"Baldingen";"5333";"AG"
"Balerna";"6828";"TI"
"Balgach";"9436";"SG"
"Ballaigues";"1338";"VD"
"Ballens";"1144";"VD"
"Ballmoos";"3303";"BE"
"Ballwil";"6275";"LU"
"Balm b. Günsberg";"4525";"SO"
"Balm b. Messen";"3254";"SO"
"Balmberg";"4524";"SO"
"Balsthal";"4710";"SO"
"Balterswil";"8362";"TG"
"Baltschieder";"3937";"VS"
"Balzers";"9496";"LI"
"Banco";"6981";"TI"
"Bangerten b. Dieterswil";"3256";"BE"
"Bannwil";"4913";"BE"
"Barbengo";"6917";"TI"
"Barberêche";"1783";"FR"
"Bargen BE";"3282";"BE"
"Bargen SH";"8233";"SH"
"Barmelweid";"5017";"AG"
"Barzheim";"8241";"SH"
"Basadingen";"8254";"TG"
"Basel";"4051";"BS"
"Basel";"4055";"BS"
"Basel";"4052";"BS"
"Basel";"4054";"BS"
"Basel";"4001";"BS"
"Basel";"4059";"BS"
"Basel";"4053";"BS"
"Basel";"4058";"BS"
"Basel";"4057";"BS"
"Basel";"4056";"BS"
"Basse-Nendaz";"1996";"VS"
"Bassecourt";"2854";"JU"
"Bassersdorf";"8303";"ZH"
"Bassins";"1269";"VD"
"Bauen";"6466";"UR"
"Baulmes";"1446";"VD"
"Bauma";"8494";"ZH"
"Bavois";"1372";"VD"
"Bazenheid";"9602";"SG"
"Beatenberg";"3803";"BE"
"Beckenried";"6375";"NW"
"Bedano";"6930";"TI"
"Bedigliora";"6981";"TI"
"Bedretto";"6781";"TI"
"Beggingen";"8228";"SH"
"Begnins";"1268";"VD"
"Beinwil (Freiamt)";"5637";"AG"
"Beinwil SO";"4229";"SO"
"Beinwil am See";"5712";"AG"
"Belalp";"3914";"VS"
"Belfaux";"1782";"FR"
"Bellach";"4512";"SO"
"Bellelay";"2713";"BE"
"Bellerive VD";"1585";"VD"
"Bellevue";"1293";"GE"
"Bellikon";"5454";"AG"
"Bellinzona";"6503";"TI"
"Bellinzona";"6500";"TI"
"Bellmund";"2564";"BE"
"Bellwald";"3997";"VS"
"Belmont-sur-Lausanne";"1092";"VD"
"Belmont-sur-Yverdon";"1432";"VD"
"Belp";"3123";"BE"
"Belpberg";"3124";"BE"
"Belprahon";"2744";"BE"
"Benglen";"8121";"ZH"
"Benken SG";"8717";"SG"
"Benken ZH";"8463";"ZH"
"Bennau";"8836";"SZ"
"Bennwil";"4431";"BL"
"Benzenschwil";"5636";"AG"
"Bercher";"1038";"VD"
"Berg (Dägerlen)";"8471";"ZH"
"Berg SG";"9305";"SG"
"Berg TG";"8572";"TG"
"Berg am Irchel";"8415";"ZH"
"Bergdietikon";"8962";"AG"
"Bergün/Bravuogn";"7482";"GR"
"Berikon";"8965";"AG"
"Beringen";"8222";"SH"
"Berken";"3376";"BE"
"Berlens";"1680";"FR"
"Berlingen";"8267";"TG"
"Bern";"3011";"BE"
"Bern";"3018";"BE"
"Bern";"3015";"BE"
"Bern";"3005";"BE"
"Bern";"3006";"BE"
"Bern";"3008";"BE"
"Bern";"3014";"BE"
"Bern";"3013";"BE"
"Bern";"3010";"BE"
"Bern";"3004";"BE"
"Bern";"3012";"BE"
"Bern";"3020";"BE"
"Bern";"3007";"BE"
"Bern";"3027";"BE"
"Bern";"3019";"BE"
"Berneck";"9442";"SG"
"Bernex";"1233";"GE"
"Bernhardzell";"9304";"SG"
"Berolle";"1149";"VD"
"Beromünster";"6215";"LU"
"Berschis";"8892";"SG"
"Bertschikon";"8543";"ZH"
"Bertschikon (Gossau ZH)";"8614";"ZH"
"Berzona";"6661";"TI"
"Besazio";"6863";"TI"
"Besenbüren";"5627";"AG"
"Besencens";"1609";"FR"
"Betschwanden";"8777";"GL"
"Betten";"3991";"VS"
"Bettenhausen";"3366";"BE"
"Bettens";"1042";"VD"
"Bettingen";"4126";"BS"
"Bettlach";"2544";"SO"
"Bettmeralp";"3992";"VS"
"Bettwiesen";"9553";"TG"
"Bettwil";"5618";"AG"
"Beurnevésin";"2935";"JU"
"Beuson (Nendaz)";"1996";"VS"
"Bevaix";"2022";"NE"
"Bever";"7502";"GR"
"Bex";"1880";"VD"
"Biasca";"6710";"TI"
"Biberen";"3206";"BE"
"Biberist";"4562";"SO"
"Bibern SH";"8242";"SH"
"Bibern SO";"4578";"SO"
"Biberstein";"5023";"AG"
"Bichelsee";"8363";"TG"
"Bichwil";"9248";"SG"
"Bidogno";"6958";"TI"
"Biel VS";"3989";"VS"
"Biel-Benken BL";"4105";"BL"
"Biel/Bienne";"2503";"BE"
"Biel/Bienne";"2504";"BE"
"Biel/Bienne";"2502";"BE"
"Biel/Bienne";"2505";"BE"
"Bielersee";"9999";"BE"
"Biembach im Emmental";"3419";"BE"
"Biessenhofen";"8580";"TG"
"Bieudron (Nendaz)";"1996";"VS"
"Biezwil";"4585";"SO"
"Bigenthal";"3513";"BE"
"Biglen";"3507";"BE"
"Bignasco";"6676";"TI"
"Bigorio";"6954";"TI"
"Billens";"1681";"FR"
"Bilten";"8865";"GL"
"Binn";"3996";"VS"
"Binningen";"4102";"BL"
"Binz";"8122";"ZH"
"Bioggio";"6934";"TI"
"Biogno-Beride";"6981";"TI"
"Bioley-Magnoux";"1407";"VD"
"Bioley-Orjulaz";"1042";"VD"
"Bionnens";"1670";"FR"
"Birgisch";"3903";"VS"
"Birmensdorf ZH";"8903";"ZH"
"Birmenstorf AG";"5413";"AG"
"Bironico";"6804";"TI"
"Birr";"5242";"AG"
"Birrhard";"5244";"AG"
"Birrwil";"5708";"AG"
"Birsfelden";"4127";"BL"
"Birwinken";"8585";"TG"
"Bischofszell";"9220";"TG"
"Bisisthal";"6436";"SZ"
"Bissone";"6816";"TI"
"Bister";"3983";"VS"
"Bitsch";"3982";"VS"
"Bivio";"7457";"GR"
"Bière";"1145";"VD"
"Blankenburg";"3771";"BE"
"Blatten (Lötschen)";"3919";"VS"
"Blatten b. Naters";"3914";"VS"
"Blauen";"4223";"BL"
"Blausee-Mitholz";"3717";"BE"
"Bleienbach";"3368";"BE"
"Bleiken b. Oberdiessbach";"3674";"BE"
"Blessens";"1675";"FR"
"Blignou (Ayent)";"1966";"VS"
"Blitzingen";"3989";"VS"
"Blonay";"1807";"VD"
"Blumenstein";"3638";"BE"
"Bodio TI";"6743";"TI"
"Bofflens";"1353";"VD"
"Bogis-Bossey";"1279";"VD"
"Bogno";"6951";"TI"
"Bolken";"4556";"SO"
"Boll";"3067";"BE"
"Bolligen";"3065";"BE"
"Bollingen";"8715";"SG"
"Bollion";"1470";"FR"
"Bollodingen";"3366";"BE"
"Boltigen";"3766";"BE"
"Bombinasco";"6981";"TI"
"Bonaduz";"7402";"GR"
"Bonau";"8554";"TG"
"Boncourt";"2926";"JU"
"Bonfol";"2944";"JU"
"Boningen";"4618";"SO"
"Boniswil";"5706";"AG"
"Bonnefontaine";"1724";"FR"
"Bonstetten";"8906";"ZH"
"Bonvillars";"1427";"VD"
"Boppelsen";"8113";"ZH"
"Borex";"1277";"VD"
"Borgnone";"6658";"TI"
"Borgonovo";"7604";"GR"
"Bosco Luganese";"6935";"TI"
"Bosco/Gurin";"6685";"TI"
"Bossonnens";"1615";"FR"
"Boswil";"5623";"AG"
"Bottens";"1041";"VD"
"Bottenwil";"4814";"AG"
"Botterens";"1652";"FR"
"Bottighofen";"8598";"TG"
"Bottmingen";"4103";"BL"
"Botyre (Ayent)";"1966";"VS"
"Boudevilliers";"2043";"NE"
"Boudry";"2017";"NE"
"Bougy-Villars";"1172";"VD"
"Boulens";"1063";"VD"
"Bouloz";"1699";"FR"
"Bourg-St-Pierre";"1946";"VS"
"Bourguillon";"1722";"FR"
"Bournens";"1035";"VD"
"Bourrignon";"2803";"JU"
"Boussens";"1034";"VD"
"Bouveret";"1897";"VS"
"Boveresse";"2113";"NE"
"Bovernier";"1932";"VS"
"Bowil";"3533";"BE"
"Boécourt";"2856";"JU"
"Braggio";"6544";"GR"
"Brail";"7527";"GR"
"Bramboden";"6167";"LU"
"Bramois";"1967";"VS"
"Bratsch";"3957";"VS"
"Braunau";"9502";"TG"
"Braunwald";"8784";"GL"
"Breganzona";"6932";"TI"
"Breil/Brigels";"7165";"GR"
"Breitenbach";"4226";"SO"
"Bremblens";"1121";"VD"
"Bremgarten AG";"5620";"AG"
"Bremgarten b. Bern";"3047";"BE"
"Brenles";"1683";"VD"
"Breno";"6937";"TI"
"Brent";"1817";"VD"
"Brenzikofen";"3671";"BE"
"Bressaucourt";"2904";"JU"
"Bretigny-sur-Morrens";"1053";"VD"
"Bretonnières";"1329";"VD"
"Bretzwil";"4207";"BL"
"Brienz BE";"3855";"BE"
"Brienz/Brinzauls GR";"7084";"GR"
"Brienzersee";"9999";"BE"
"Brienzwiler";"3856";"BE"
"Brig";"3900";"VS"
"Brigerbad";"3900";"VS"
"Brignon (Nendaz)";"1996";"VS"
"Brione (Verzasca)";"6634";"TI"
"Brione sopra Minusio";"6645";"TI"
"Brislach";"4225";"BL"
"Brissago";"6614";"TI"
"Bristen";"6475";"UR"
"Brittern";"4588";"SO"
"Brittnau";"4805";"AG"
"Broc";"1636";"FR"
"Broglio";"6693";"TI"
"Bronschhofen";"9552";"SG"
"Brontallo";"6692";"TI"
"Brot-Dessous";"2149";"NE"
"Brot-Plamboz";"2318";"NE"
"Bruderholz";"4101";"BL"
"Brugg AG";"5200";"AG"
"Brunegg";"5505";"AG"
"Brunnadern";"9125";"SG"
"Brunnen";"6440";"SZ"
"Brunnenthal";"3307";"SO"
"Brusino Arsizio";"6827";"TI"
"Brusio";"7743";"GR"
"Bruson";"1934";"VS"
"Bruzella";"6837";"TI"
"Brè sopra Lugano";"6979";"TI"
"Brügg BE";"2555";"BE"
"Brügglen";"4582";"SO"
"Brülisau";"9058";"AI"
"Brünig";"3860";"BE"
"Brünisried";"1719";"FR"
"Brüttelen";"3237";"BE"
"Brütten";"8311";"ZH"
"Brüttisellen";"8306";"ZH"
"Bubendorf";"4416";"BL"
"Bubikon";"8608";"ZH"
"Buch SH";"8263";"SH"
"Buch am Irchel";"8414";"ZH"
"Buch b. Frauenfeld";"8524";"TG"
"Buch b. Kümmertshausen";"8586";"TG"
"Buch b. Märwil";"9562";"TG"
"Buchackern";"8586";"TG"
"Buchberg";"8454";"SH"
"Buchen BE";"3623";"BE"
"Buchen im Prättigau";"7223";"GR"
"Buchillon";"1164";"VD"
"Buchrain";"6033";"LU"
"Buchs AG";"5033";"AG"
"Buchs LU";"6211";"LU"
"Buchs SG";"9470";"SG"
"Buchs ZH";"8107";"ZH"
"Buckten";"4446";"BL"
"Buhwil";"9215";"TG"
"Buix";"2925";"JU"
"Bulle";"1630";"FR"
"Bullet";"1453";"VD"
"Buochs";"6374";"NW"
"Buonas";"6343";"ZG"
"Bure";"2915";"JU"
"Burg AG";"5736";"AG"
"Burg im Leimental";"4117";"BL"
"Burgdorf";"3400";"BE"
"Burgistein";"3664";"BE"
"Burglauenen";"3816";"BE"
"Burgäschi";"4556";"SO"
"Bursinel";"1195";"VD"
"Bursins";"1183";"VD"
"Burtigny";"1268";"VD"
"Buseno";"6542";"GR"
"Bussigny";"1030";"VD"
"Bussigny-sur-Oron";"1608";"VD"
"Bussnang";"9565";"TG"
"Busswil BE";"3292";"BE"
"Busswil TG";"8371";"TG"
"Busswil b. Melchnau";"4917";"BE"
"Bussy FR";"1541";"FR"
"Bussy-Chardonney";"1136";"VD"
"Bussy-sur-Moudon";"1514";"VD"
"Buttes";"2115";"NE"
"Buttikon SZ";"8863";"SZ"
"Buttisholz";"6018";"LU"
"Buttwil";"5632";"AG"
"Buus";"4463";"BL"
"Bäch SZ";"8806";"SZ"
"Bächli (Hemberg)";"9633";"SG"
"Bänk (Dägerlen)";"8471";"ZH"
"Bärau";"3552";"BE"
"Bäretswil";"8344";"ZH"
"Bäriswil BE";"3323";"BE"
"Bärschwil";"4252";"SO"
"Bätterkinden";"3315";"BE"
"Bättwil";"4112";"SO"
"Bévilard";"2735";"BE"
"Bôle";"2014";"NE"
"Böbikon";"5334";"AG"
"Böckten";"4461";"BL"
"Bönigen b. Interlaken";"3806";"BE"
"Bösingen";"3178";"FR"
"Böttstein";"5315";"AG"
"Bözberg";"5225";"AG"
"Bözen";"5076";"AG"
"Büchslen";"3215";"FR"
"Büetigen";"3263";"BE"
"Bühl b. Aarberg";"3274";"BE"
"Bühler";"9055";"AR"
"Bülach";"8180";"ZH"
"Bünzen";"5624";"AG"
"Bürchen";"3935";"VS"
"Büren NW";"6382";"NW"
"Büren SO";"4413";"SO"
"Büren an der Aare";"3294";"BE"
"Büren zum Hof";"3313";"BE"
"Bürgenstock";"6363";"NW"
"Bürglen OW";"6078";"OW"
"Bürglen TG";"8575";"TG"
"Bürglen UR";"6463";"UR"
"Büriswilen";"9442";"AI"
"Büron";"6233";"LU"
"Büsserach";"4227";"SO"
"Bütschwil";"9606";"SG"
"Büttenhardt";"8236";"SH"
"Büttikon AG";"5619";"AG"
"Bützberg";"4922";"BE"
"Cabbio";"6838";"TI"
"Cademario";"6936";"TI"
"Cadempino";"6814";"TI"
"Cadenazzo";"6593";"TI"
"Cadro";"6965";"TI"
"Cagiallo";"6955";"TI"
"Calfreisen";"7027";"GR"
"Calonico";"6746";"TI"
"Calpiogna";"6760";"TI"
"Cama";"6557";"GR"
"Camedo";"6659";"TI"
"Camignolo";"6803";"TI"
"Camischolas";"7187";"GR"
"Camorino";"6528";"TI"
"Campascio";"7748";"GR"
"Campello";"6760";"TI"
"Camperio";"6718";"TI"
"Campo (Blenio)";"6720";"TI"
"Campo (Vallemaggia)";"6684";"TI"
"Campocologno";"7744";"GR"
"Campora";"6875";"TI"
"Campsut-Cröt";"7446";"GR"
"Camuns";"7113";"GR"
"Caneggio";"6837";"TI"
"Canobbio";"6952";"TI"
"Capolago";"6825";"TI"
"Carabbia";"6913";"TI"
"Carabietta";"6919";"TI"
"Carena";"6584";"TI"
"Carona";"6914";"TI"
"Carouge GE";"1227";"GE"
"Carrera";"7122";"GR"
"Carrouge VD";"1084";"VD"
"Cartigny";"1236";"GE"
"Carì";"6760";"TI"
"Casaccia";"7602";"GR"
"Casima";"6875";"TI"
"Caslano";"6987";"TI"
"Cassina d'Agno";"6990";"TI"
"Castagnola";"6976";"TI"
"Castaneda";"6540";"GR"
"Castasegna";"7608";"GR"
"Castel San Pietro";"6874";"TI"
"Castelrotto";"6980";"TI"
"Castiel";"7027";"GR"
"Castione";"6532";"TI"
"Castrisch";"7126";"GR"
"Castro";"6723";"TI"
"Cauco";"6546";"GR"
"Caux";"1824";"VD"
"Cavagnago";"6749";"TI"
"Cavardiras";"7182";"GR"
"Cavergno";"6690";"TI"
"Caviano";"6578";"TI"
"Cavigliano";"6654";"TI"
"Cazis";"7408";"GR"
"Celerina/Schlarigna";"7505";"GR"
"Cerentino";"6683";"TI"
"Cerniat FR";"1654";"FR"
"Cerniaz VD";"1682";"VD"
"Cernier";"2053";"NE"
"Certara";"6959";"TI"
"Cevio";"6675";"TI"
"Chabrey";"1589";"VD"
"Chailly-Montreux";"1816";"VD"
"Chalais";"3966";"VS"
"Cham";"6330";"ZG"
"Chamblon";"1436";"VD"
"Chambrelien";"2019";"NE"
"Chamby";"1832";"VD"
"Chambésy";"1292";"GE"
"Chamoille (Sembrancher)";"1933";"VS"
"Chamoson";"1955";"VS"
"Champ-du-Moulin";"2149";"NE"
"Champagne";"1424";"VD"
"Champex-Lac";"1938";"VS"
"Champfèr";"7512";"GR"
"Champlan (Grimisuat)";"1971";"VS"
"Champoussin";"1873";"VS"
"Champoz";"2735";"BE"
"Champsec";"1947";"VS"
"Champtauroz";"1537";"VD"
"Champvent";"1443";"VD"
"Champzabé";"3976";"VS"
"Champéry";"1874";"VS"
"Chancy";"1284";"GE"
"Chandolin";"3961";"VS"
"Chandolin (Savièse)";"1965";"VS"
"Chandon";"1773";"FR"
"Chandonne (Liddes)";"1945";"VS"
"Chanéaz";"1409";"VD"
"Chapelle (Broye)";"1534";"FR"
"Chapelle (Glâne)";"1608";"FR"
"Chapelle-sur-Moudon";"1063";"VD"
"Chardonne";"1803";"VD"
"Charmey (Gruyère)";"1637";"FR"
"Charmoille";"2947";"JU"
"Charrat";"1906";"VS"
"Chaumont";"2067";"NE"
"Chavannes-de-Bogis";"1279";"VD"
"Chavannes-des-Bois";"1290";"VD"
"Chavannes-le-Chêne";"1464";"VD"
"Chavannes-le-Veyron";"1148";"VD"
"Chavannes-les-Forts";"1676";"FR"
"Chavannes-près-Renens";"1022";"VD"
"Chavannes-sous-Orsonnens";"1694";"FR"
"Chavannes-sur-Moudon";"1512";"VD"
"Chavornay";"1373";"VD"
"Cheiry";"1529";"FR"
"Chemin";"1927";"VS"
"Chenaux";"1091";"VD"
"Chermignon";"3971";"VS"
"Chermignon-d'en-Bas";"3971";"VS"
"Chernex";"1822";"VD"
"Chesalles-sur-Moudon";"1683";"VD"
"Chesalles-sur-Oron";"1608";"VD"
"Cheseaux-Noréaz";"1400";"VD"
"Cheseaux-sur-Lausanne";"1033";"VD"
"Chesières";"1885";"VD"
"Chessel";"1846";"VD"
"Chevenez";"2906";"JU"
"Chevilly";"1316";"VD"
"Chevroux";"1545";"VD"
"Chexbres";"1071";"VD"
"Cheyres";"1468";"FR"
"Chez Petit (Liddes)";"1945";"VS"
"Chez-le-Bart";"2025";"NE"
"Chiasso";"6830";"TI"
"Chiggiogna";"6764";"TI"
"Chigny";"1134";"VD"
"Chippis";"3965";"VS"
"Chironico";"6747";"TI"
"Choulex";"1244";"GE"
"Choëx";"1871";"VS"
"Chur";"7000";"GR"
"Churwalden";"7075";"GR"
"Châbles FR";"1474";"FR"
"Château-d'Oex";"1660";"VD"
"Châtel-St-Denis";"1618";"FR"
"Châtel-sur-Montsalvens";"1653";"FR"
"Châtelaine";"1219";"GE"
"Châtelat";"2715";"BE"
"Châtillens";"1610";"VD"
"Châtillon FR";"1473";"FR"
"Châtillon JU";"2843";"JU"
"Châtonnaye";"1553";"FR"
"Chénens";"1744";"FR"
"Chéserex";"1275";"VD"
"Chésopelloz";"1720";"FR"
"Chézard-St-Martin";"2054";"NE"
"Chêne-Bougeries";"1224";"GE"
"Chêne-Bourg";"1225";"GE"
"Chêne-Pâquier";"1464";"VD"
"Cimadera";"6959";"TI"
"Cimalmotto";"6684";"TI"
"Cimo";"6992";"TI"
"Cinuos-chel";"7526";"GR"
"Clarens";"1815";"VD"
"Clarmont";"1127";"VD"
"Claro";"6702";"TI"
"Clavaleyres";"1595";"BE"
"Clugin";"7442";"GR"
"Clèbes (Nendaz)";"1993";"VS"
"Coeuve";"2932";"JU"
"Coffrane";"2207";"NE"
"Coglio";"6678";"TI"
"Coinsins";"1267";"VD"
"Cointrin";"1216";"GE"
"Coldrerio";"6877";"TI"
"Colla";"6951";"TI"
"Collex";"1239";"GE"
"Collombey";"1868";"VS"
"Collonge-Bellerive";"1245";"GE"
"Collonges";"1903";"VS"
"Cologny";"1223";"GE"
"Colombier NE";"2013";"NE"
"Colombier VD";"1114";"VD"
"Comano";"6949";"TI"
"Combremont-le-Grand";"1535";"VD"
"Combremont-le-Petit";"1536";"VD"
"Commugny";"1291";"VD"
"Comologno";"6663";"TI"
"Conches";"1231";"GE"
"Concise";"1426";"VD"
"Condémines (Nendaz)";"1996";"VS"
"Confignon";"1232";"GE"
"Constantine";"1587";"VD"
"Conters im Prättigau";"7241";"GR"
"Conthey";"1964";"VS"
"Contone";"6594";"TI"
"Contra";"6646";"TI"
"Coppet";"1296";"VD"
"Corban";"2826";"JU"
"Corbeyrier";"1856";"VD"
"Corbières";"1647";"FR"
"Corcelles BE";"2747";"BE"
"Corcelles NE";"2035";"NE"
"Corcelles-le-Jorat";"1082";"VD"
"Corcelles-près-Concise";"1426";"VD"
"Corcelles-près-Payerne";"1562";"VD"
"Corcelles-sur-Chavornay";"1374";"VD"
"Cordast";"1792";"FR"
"Corgémont";"2606";"BE"
"Corin-de-la-Crête";"3960";"VS"
"Corippo";"6631";"TI"
"Corjolens";"1754";"FR"
"Cormagens";"1782";"FR"
"Corminboeuf";"1720";"FR"
"Cormondrèche";"2036";"NE"
"Cormoret";"2612";"BE"
"Cormérod";"1721";"FR"
"Cornaux NE";"2087";"NE"
"Cornol";"2952";"JU"
"Corpataux-Magnedens";"1727";"FR"
"Correvon";"1410";"VD"
"Corseaux";"1802";"VD"
"Corserey";"1747";"FR"
"Corsier GE";"1246";"GE"
"Corsier-sur-Vevey";"1804";"VD"
"Cortaillod";"2016";"NE"
"Corteglia";"6873";"TI"
"Corticiasca";"6958";"TI"
"Cortébert";"2607";"BE"
"Corzoneso";"6722";"TI"
"Cossonay-Ville";"1304";"VD"
"Cottens FR";"1741";"FR"
